Gene,Sample,IP2IN
LOC117183233,Tm_H3K9me2,0.734205
LOC117185146,Tm_H4K16AC,1.92792
LOC117185146,Hm_H4K20me3,0.972569
LOC117185146,Hm_H3K9me2,0.87071
LOC117185146,Tm_H4K20me3,0.683709
LOC117185146,Tm_H3K9me2,0.778226
LOC117185146,Hm_H4K16AC,0.974437
LOC26532785,Tm_H4K16AC,1.16308
LOC26532785,Hm_H4K20me3,0.862958
LOC26532785,Tm_H4K20me3,0.83839
LOC26532785,Tm_H3K9me2,0.793996
LOC26532785,Hm_H3K9me2,0.974976
LOC26532785,Hm_H4K16AC,0.811076
LOC117185088,Tm_H4K20me3,0.722293
LOC117185088,Hm_H4K20me3,1.08616
LOC117185088,Hm_H3K9me2,1.05759
LOC117185088,Tm_H4K16AC,0.97865
LOC117185088,Hm_H4K16AC,1.06499
LOC117185088,Tm_H3K9me2,0.902683
LOC117184142,Hm_H4K20me3,1.45156
LOC117184142,Hm_H4K16AC,0.581878
LOC117184142,Tm_H3K9me2,0.694152
LOC117184142,Tm_H4K16AC,1.0964
LOC117184142,Hm_H3K9me2,1.3136
LOC117184142,Tm_H4K20me3,0.875831
LOC117184616,Tm_H3K9me2,1.62611
LOC117184616,Hm_H4K16AC,0.68387
LOC117184616,Tm_H4K20me3,0.815578
LOC117184616,Hm_H3K9me2,0.930522
LOC117184616,Tm_H4K16AC,0.963538
LOC117184616,Hm_H4K20me3,1.07091
LOC26533206,Hm_H4K20me3,0.876816
LOC26533206,Tm_H4K16AC,0.816609
LOC26533206,Tm_H3K9me2,1.67331
LOC26533206,Hm_H3K9me2,0.721728
LOC26533206,Tm_H4K20me3,0.715065
LOC26533206,Hm_H4K16AC,0.236404
LOC117184494,Hm_H4K20me3,1.09243
LOC117184494,Tm_H4K16AC,1.72026
LOC117184494,Tm_H3K9me2,1.06816
LOC117184494,Hm_H4K16AC,0.773078
LOC117184494,Hm_H3K9me2,0.656655
LOC117184494,Tm_H4K20me3,1.54428
LOC117184060,Tm_H4K16AC,1.28005
LOC117184060,Hm_H3K9me2,1.15143
LOC117184060,Hm_H4K16AC,0.690428
LOC117184060,Tm_H4K20me3,1.20515
LOC117184060,Hm_H4K20me3,1.00627
LOC117184060,Tm_H3K9me2,1.25297
LOC117184574,Tm_H4K16AC,0.838282
LOC117184574,Tm_H3K9me2,0.915142
LOC117184574,Tm_H4K20me3,0.983975
LOC117184574,Hm_H4K20me3,0.606583
LOC117184574,Hm_H3K9me2,1.09343
LOC117184574,Hm_H4K16AC,0.93502
LOC26532294,Tm_H3K9me2,0.946877
LOC26532294,Tm_H4K16AC,0.74298
LOC26532294,Hm_H3K9me2,0.866487
LOC26532294,Hm_H4K20me3,0.867692
LOC26532294,Tm_H4K20me3,0.670365
LOC26532294,Hm_H4K16AC,0.3243
LOC117184368,Hm_H4K20me3,1.55304
LOC117184368,Tm_H3K9me2,0.901221
LOC117184368,Tm_H4K16AC,5.98622
LOC117184368,Tm_H4K20me3,1.08282
LOC117184368,Hm_H4K16AC,1.35983
LOC117184368,Hm_H3K9me2,0.776307
LOC26532394,Hm_H4K20me3,1.24129
LOC26532394,Tm_H4K16AC,1.1857
LOC26532394,Tm_H3K9me2,1.14664
LOC26532394,Hm_H3K9me2,1.68253
LOC26532394,Tm_H4K20me3,0.961329
LOC26532394,Hm_H4K16AC,0.882679
LOC117185657,Hm_H3K9me2,0.896732
LOC117185657,Hm_H4K16AC,0.427475
LOC117185657,Hm_H4K20me3,1.05544
LOC117185657,Tm_H4K16AC,0.84421
LOC117185657,Tm_H3K9me2,0.933296
LOC117185657,Tm_H4K20me3,0.619846
LOC26534193,Tm_H4K16AC,0.940307
LOC26534193,Tm_H3K9me2,1.09384
LOC26534193,Hm_H4K20me3,1.09072
LOC26534193,Hm_H4K16AC,0.726374
LOC26534193,Tm_H4K20me3,0.803277
LOC26534193,Hm_H3K9me2,0.96752
LOC117184227,Tm_H3K9me2,1.38629
LOC117184227,Hm_H3K9me2,1.11723
LOC117184227,Tm_H4K16AC,0.59343
LOC117184227,Tm_H4K20me3,0.569719
LOC117184227,Hm_H4K16AC,0.403952
LOC117184227,Hm_H4K20me3,0.926808
LOC26532953,Tm_H4K16AC,1.27625
LOC26532953,Tm_H4K20me3,0.755904
LOC26532953,Hm_H3K9me2,1.24023
LOC26532953,Hm_H4K20me3,1.44329
LOC26532953,Hm_H4K16AC,1.08681
LOC26532953,Tm_H3K9me2,0.735703
Y-linked-gene.176,Tm_H4K16AC,1.00499
Y-linked-gene.176,Hm_H4K20me3,1.36887
Y-linked-gene.176,Tm_H3K9me2,1.83694
Y-linked-gene.176,Tm_H4K20me3,0.963322
Y-linked-gene.176,Hm_H4K16AC,0.5502
Y-linked-gene.176,Hm_H3K9me2,1.4075
LOC26532767,Hm_H4K20me3,1.37091
LOC26532767,Tm_H3K9me2,1.18203
LOC26532767,Tm_H4K16AC,2.18466
LOC26532767,Hm_H4K16AC,1.93097
LOC26532767,Hm_H3K9me2,1.21846
LOC26532767,Tm_H4K20me3,0.978006
LOC117184013,Hm_H3K9me2,1.00397
LOC117184013,Hm_H4K16AC,1.17193
LOC117184013,Tm_H3K9me2,1.30999
LOC117184013,Tm_H4K20me3,1.26272
LOC117184013,Hm_H4K20me3,0.930925
LOC117184013,Tm_H4K16AC,0.839358
LOC117184626,Tm_H4K20me3,0.713748
LOC117184626,Hm_H4K20me3,0.377318
LOC117184626,Hm_H3K9me2,0.578177
LOC117184626,Hm_H4K16AC,0.35331
LOC117184626,Tm_H3K9me2,1.00219
LOC117184626,Tm_H4K16AC,0.699628
LOC117183527,Tm_H4K20me3,0.529265
LOC117183527,Hm_H4K20me3,0.80869
LOC117183527,Hm_H4K16AC,0.6496
LOC117183527,Tm_H3K9me2,0.674228
LOC117183527,Tm_H4K16AC,1.31584
LOC117183527,Hm_H3K9me2,0.790393
LOC117184452,Tm_H4K20me3,0.227133
LOC117184452,Tm_H3K9me2,0.724531
LOC117184452,Hm_H4K20me3,0.365583
LOC117184452,Hm_H3K9me2,0.754599
LOC117184452,Tm_H4K16AC,1.36482
LOC117184452,Hm_H4K16AC,0.333417
LOC26534150,Hm_H4K20me3,0.824955
LOC26534150,Hm_H3K9me2,0.915028
LOC26534150,Tm_H4K20me3,1.20222
LOC26534150,Tm_H3K9me2,0.734128
LOC26534150,Tm_H4K16AC,1.62215
LOC26534150,Hm_H4K16AC,0.666611
LOC117183554,Hm_H4K20me3,1.5505
LOC117183554,Hm_H4K16AC,0.799727
LOC117183554,Tm_H3K9me2,0.678593
LOC117183554,Hm_H3K9me2,1.10767
LOC117183554,Tm_H4K20me3,0.709906
LOC117183554,Tm_H4K16AC,0.572834
Y-linked-gene.70,Hm_H3K9me2,1.83899
Y-linked-gene.70,Hm_H4K20me3,1.63521
Y-linked-gene.70,Hm_H4K16AC,4.55017
Y-linked-gene.70,Tm_H3K9me2,2.50978
Y-linked-gene.70,Tm_H4K20me3,2.08241
Y-linked-gene.70,Tm_H4K16AC,0.712934
LOC117184518,Tm_H4K20me3,1.18172
LOC117184518,Hm_H4K16AC,1.55734
LOC117184518,Hm_H4K20me3,0.838546
LOC117184518,Tm_H3K9me2,1.65218
LOC117184518,Tm_H4K16AC,1.59959
LOC117184518,Hm_H3K9me2,1.64781
LOC26532640,Hm_H4K20me3,0.62537
LOC26532640,Tm_H4K16AC,1.27533
LOC26532640,Tm_H3K9me2,1.46442
LOC26532640,Hm_H3K9me2,0.719215
LOC26532640,Tm_H4K20me3,2.1614
LOC26532640,Hm_H4K16AC,0.435256
LOC6900289,Tm_H4K16AC,1.1312
LOC6900289,Hm_H4K20me3,1.19038
LOC6900289,Hm_H4K16AC,1.91007
LOC6900289,Tm_H3K9me2,1.29619
LOC6900289,Hm_H3K9me2,1.34979
LOC6900289,Tm_H4K20me3,2.15138
LOC6902204,Tm_H4K20me3,1.40934
LOC6902204,Tm_H4K16AC,1.63642
LOC6902204,Hm_H4K16AC,1.4692
LOC6902204,Hm_H3K9me2,0.994477
LOC6902204,Tm_H3K9me2,1.29371
LOC6902204,Hm_H4K20me3,0.758126
LOC117184583,Tm_H4K16AC,0.90839
LOC117184583,Hm_H3K9me2,0.47693
LOC117184583,Hm_H4K20me3,0.254115
LOC117184583,Tm_H3K9me2,0.445757
LOC117184583,Hm_H4K16AC,0.30976
LOC117184583,Tm_H4K20me3,0.282956
LOC117183230,Hm_H4K20me3,1.52988
LOC117183230,Hm_H4K16AC,0.253063
LOC117183230,Tm_H3K9me2,1.09246
LOC117183230,Hm_H3K9me2,0.543296
LOC117183230,Tm_H4K16AC,1.04941
LOC117183230,Tm_H4K20me3,1.22243
LOC117183331,Hm_H4K20me3,1.23681
LOC117183331,Hm_H3K9me2,0.930003
LOC117183331,Hm_H4K16AC,0.874729
LOC117183331,Tm_H4K16AC,1.27554
LOC117183331,Tm_H3K9me2,1.54765
LOC117183331,Tm_H4K20me3,1.08639
Y-linked-gene.145,Hm_H3K9me2,1.51969
Y-linked-gene.145,Hm_H4K16AC,2.86517
Y-linked-gene.145,Hm_H4K20me3,1.40258
Y-linked-gene.145,Tm_H3K9me2,2.24346
Y-linked-gene.145,Tm_H4K16AC,0.691746
Y-linked-gene.145,Tm_H4K20me3,2.68352
LOC26534277,Hm_H3K9me2,1.11694
LOC26534277,Tm_H4K16AC,0.895454
LOC26534277,Tm_H4K20me3,0.887913
LOC26534277,Hm_H4K16AC,0.727315
LOC26534277,Hm_H4K20me3,1.40509
LOC26534277,Tm_H3K9me2,1.8851
LOC117184121,Tm_H4K16AC,1.19558
LOC117184121,Hm_H4K20me3,1.2825
LOC117184121,Tm_H4K20me3,1.49299
LOC117184121,Hm_H3K9me2,1.76993
LOC117184121,Tm_H3K9me2,1.47801
LOC117184121,Hm_H4K16AC,1.81396
LOC26533144,Tm_H4K16AC,0.954157
LOC26533144,Tm_H3K9me2,1.0519
LOC26533144,Tm_H4K20me3,0.859327
LOC26533144,Hm_H4K20me3,0.774022
LOC26533144,Hm_H4K16AC,0.45396
LOC26533144,Hm_H3K9me2,0.984842
LOC117184772,Hm_H4K16AC,1.55788
LOC117184772,Hm_H4K20me3,1.00374
LOC117184772,Tm_H3K9me2,1.44394
LOC117184772,Hm_H3K9me2,1.21556
LOC117184772,Tm_H4K20me3,1.72914
LOC117184772,Tm_H4K16AC,1.39718
LOC117185172,Tm_H4K16AC,1.75451
LOC117185172,Hm_H4K20me3,0.516473
LOC117185172,Tm_H3K9me2,0.985538
LOC117185172,Hm_H4K16AC,0.818507
LOC117185172,Tm_H4K20me3,0.936009
LOC117185172,Hm_H3K9me2,0.689361
LOC117184461,Tm_H3K9me2,0.600863
LOC117184461,Hm_H4K16AC,0.427856
LOC117184461,Hm_H4K20me3,0.691758
LOC117184461,Tm_H4K20me3,0.78112
LOC117184461,Hm_H3K9me2,0.562807
LOC117184461,Tm_H4K16AC,1.5449
LOC117185113,Tm_H4K16AC,3.42178
LOC117185113,Tm_H3K9me2,1.10414
LOC117185113,Hm_H4K16AC,0.70001
LOC117185113,Hm_H3K9me2,0.400324
LOC117185113,Tm_H4K20me3,0.323103
LOC117185113,Hm_H4K20me3,0.746039
LOC26533352,Hm_H4K16AC,0.299354
LOC26533352,Tm_H3K9me2,1.02711
LOC26533352,Tm_H4K20me3,0.653811
LOC26533352,Tm_H4K16AC,1.9052
LOC26533352,Hm_H3K9me2,0.793596
LOC26533352,Hm_H4K20me3,1.04847
LOC117184987,Tm_H4K16AC,2.11384
LOC117184987,Tm_H4K20me3,0.579821
LOC117184987,Tm_H3K9me2,1.46609
LOC117184987,Hm_H3K9me2,0.648045
LOC117184987,Hm_H4K20me3,0.437142
LOC117184987,Hm_H4K16AC,0.626001
LOC117184785,Tm_H4K16AC,1.93526
LOC117184785,Hm_H4K16AC,1.35183
LOC117184785,Hm_H3K9me2,0.996336
LOC117184785,Hm_H4K20me3,1.05142
LOC117184785,Tm_H4K20me3,1.0433
LOC117184785,Tm_H3K9me2,1.89356
LOC117183780,Hm_H4K20me3,0.796347
LOC117183780,Tm_H4K20me3,0.875734
LOC117183780,Tm_H3K9me2,0.785166
LOC117183780,Tm_H4K16AC,1.36473
LOC117183780,Hm_H3K9me2,0.809924
LOC117183780,Hm_H4K16AC,0.861663
Y-linked-gene.122,Tm_H3K9me2,2.33148
Y-linked-gene.122,Hm_H4K16AC,1.63958
Y-linked-gene.122,Tm_H4K20me3,1.24656
Y-linked-gene.122,Tm_H4K16AC,0.747812
Y-linked-gene.122,Hm_H3K9me2,1.81491
Y-linked-gene.122,Hm_H4K20me3,1.69685
LOC117183314,Tm_H4K20me3,0.653592
LOC117183314,Tm_H4K16AC,1.31393
LOC117183314,Hm_H4K16AC,0.767791
LOC117183314,Hm_H3K9me2,1.04213
LOC117183314,Tm_H3K9me2,0.829258
LOC117183314,Hm_H4K20me3,1.16571
LOC117183779,Hm_H4K20me3,1.06074
LOC117183779,Tm_H3K9me2,1.17518
LOC117183779,Hm_H4K16AC,0.856174
LOC117183779,Hm_H3K9me2,1.31645
LOC117183779,Tm_H4K16AC,1.35892
LOC117183779,Tm_H4K20me3,1.18016
LOC26532463,Hm_H3K9me2,0.890841
LOC26532463,Hm_H4K20me3,1.23797
LOC26532463,Tm_H4K20me3,0.704232
LOC26532463,Tm_H4K16AC,1.0841
LOC26532463,Tm_H3K9me2,0.560709
LOC26532463,Hm_H4K16AC,0.624592
LOC26532170,Tm_H3K9me2,1.265
LOC26532170,Hm_H3K9me2,1.22563
LOC26532170,Tm_H4K20me3,1.8779
LOC26532170,Tm_H4K16AC,1.50229
LOC26532170,Hm_H4K16AC,1.98288
LOC26532170,Hm_H4K20me3,1.4108
LOC26534132,Hm_H4K20me3,1.14935
LOC26534132,Hm_H3K9me2,0.794987
LOC26534132,Tm_H3K9me2,0.751997
LOC26534132,Tm_H4K16AC,1.04536
LOC26534132,Hm_H4K16AC,0.568732
LOC26534132,Tm_H4K20me3,1.19413
LOC26533381,Hm_H3K9me2,0.752946
LOC26533381,Tm_H3K9me2,0.913254
LOC26533381,Hm_H4K20me3,1.22785
LOC26533381,Hm_H4K16AC,0.38574
LOC26533381,Tm_H4K20me3,0.790345
LOC26533381,Tm_H4K16AC,1.23573
LOC6902499,Hm_H4K20me3,1.13813
LOC6902499,Tm_H4K20me3,0.994524
LOC6902499,Hm_H4K16AC,0.425606
LOC6902499,Tm_H3K9me2,1.52445
LOC6902499,Hm_H3K9me2,1.06026
LOC6902499,Tm_H4K16AC,1.85606
LOC117183963,Hm_H4K16AC,0.618787
LOC117183963,Hm_H4K20me3,1.11147
LOC117183963,Hm_H3K9me2,1.17807
LOC117183963,Tm_H4K16AC,0.818467
LOC117183963,Tm_H4K20me3,0.855062
LOC117183963,Tm_H3K9me2,1.13143
LOC117183612,Hm_H4K20me3,0.453508
LOC117183612,Tm_H4K16AC,0.616026
LOC117183612,Hm_H4K16AC,0.286031
LOC117183612,Tm_H4K20me3,0.644159
LOC117183612,Hm_H3K9me2,0.550657
LOC117183612,Tm_H3K9me2,0.562099
LOC117184913,Hm_H4K16AC,0.841948
LOC117184913,Hm_H4K20me3,1.00365
LOC117184913,Hm_H3K9me2,1.0304
LOC117184913,Tm_H3K9me2,1.12183
LOC117184913,Tm_H4K20me3,0.833165
LOC117184913,Tm_H4K16AC,1.27651
LOC117183545,Tm_H4K16AC,0.943764
LOC117183545,Tm_H4K20me3,0.920729
LOC117183545,Hm_H4K20me3,1.05947
LOC117183545,Hm_H4K16AC,1.01246
LOC117183545,Tm_H3K9me2,1.00616
LOC117183545,Hm_H3K9me2,1.22622
LOC117184447,Hm_H4K16AC,2.93941
LOC117184447,Hm_H4K20me3,1.11492
LOC117184447,Tm_H4K20me3,0.322965
LOC117184447,Tm_H3K9me2,0.90506
LOC117184447,Tm_H4K16AC,2.14223
LOC117184447,Hm_H3K9me2,1.41944
LOC26532806,Tm_H4K16AC,0.992365
LOC26532806,Hm_H4K20me3,0.666609
LOC26532806,Tm_H4K20me3,0.424252
LOC26532806,Tm_H3K9me2,0.656487
LOC26532806,Hm_H4K16AC,0.811184
LOC26532806,Hm_H3K9me2,0.835803
LOC26533164,Hm_H4K20me3,1.28558
LOC26533164,Hm_H3K9me2,1.17753
LOC26533164,Hm_H4K16AC,0.437196
LOC26533164,Tm_H4K20me3,0.669004
LOC26533164,Tm_H4K16AC,0.841891
LOC26533164,Tm_H3K9me2,0.77826
LOC117183649,Tm_H4K20me3,0.414426
LOC117183649,Tm_H3K9me2,0.839754
LOC117183649,Hm_H4K16AC,0.28305
LOC117183649,Hm_H4K20me3,0.516195
LOC117183649,Hm_H3K9me2,0.554013
LOC117183649,Tm_H4K16AC,0.896187
LOC117184177,Tm_H4K20me3,0.653341
LOC117184177,Hm_H4K20me3,1.07358
LOC117184177,Hm_H3K9me2,0.819088
LOC117184177,Tm_H4K16AC,0.641157
LOC117184177,Tm_H3K9me2,0.941197
LOC117184177,Hm_H4K16AC,0.179666
LOC26533882,Tm_H4K20me3,0.718719
LOC26533882,Tm_H3K9me2,0.60399
LOC26533882,Tm_H4K16AC,1.07758
LOC26533882,Hm_H3K9me2,0.899047
LOC26533882,Hm_H4K16AC,0.388202
LOC26533882,Hm_H4K20me3,0.836296
LOC117184260,Hm_H4K16AC,0.52585
LOC117184260,Tm_H4K20me3,0.654018
LOC117184260,Tm_H4K16AC,1.1034
LOC117184260,Hm_H3K9me2,0.699211
LOC117184260,Tm_H3K9me2,1.14156
LOC117184260,Hm_H4K20me3,0.708791
Y-linked-gene.175,Tm_H4K20me3,1.40335
Y-linked-gene.175,Tm_H3K9me2,2.22166
Y-linked-gene.175,Tm_H4K16AC,0.649478
Y-linked-gene.175,Hm_H4K16AC,1.33361
Y-linked-gene.175,Hm_H4K20me3,2.31571
Y-linked-gene.175,Hm_H3K9me2,1.99674
LOC117183948,Tm_H4K20me3,0.502659
LOC117183948,Tm_H3K9me2,0.645616
LOC117183948,Hm_H4K16AC,0.424656
LOC117183948,Hm_H4K20me3,0.951375
LOC117183948,Hm_H3K9me2,0.82877
LOC117183948,Tm_H4K16AC,1.01836
LOC26533036,Tm_H3K9me2,0.898139
LOC26533036,Tm_H4K20me3,0.540862
LOC26533036,Hm_H4K16AC,1.60834
LOC26533036,Hm_H3K9me2,1.10917
LOC26533036,Tm_H4K16AC,2.65896
LOC26533036,Hm_H4K20me3,0.849234
LOC26533737,Hm_H3K9me2,0.878572
LOC26533737,Tm_H4K16AC,1.07537
LOC26533737,Hm_H4K16AC,0.625954
LOC26533737,Tm_H4K20me3,0.898073
LOC26533737,Tm_H3K9me2,0.857416
LOC26533737,Hm_H4K20me3,1.07196
LOC117184458,Tm_H4K20me3,1.326
LOC117184458,Tm_H4K16AC,0.871199
LOC117184458,Hm_H4K20me3,0.784596
LOC117184458,Hm_H4K16AC,0.290111
LOC117184458,Hm_H3K9me2,0.766968
LOC117184458,Tm_H3K9me2,1.23818
LOC117183941,Hm_H4K20me3,1.15846
LOC117183941,Hm_H3K9me2,1.48439
LOC117183941,Tm_H4K20me3,0.725319
LOC117183941,Tm_H4K16AC,1.25009
LOC117183941,Tm_H3K9me2,1.37695
LOC117183941,Hm_H4K16AC,0.520072
LOC26532471,Hm_H4K16AC,1.02488
LOC26532471,Tm_H4K16AC,2.07019
LOC26532471,Hm_H4K20me3,0.690591
LOC26532471,Tm_H3K9me2,0.73512
LOC26532471,Hm_H3K9me2,1.0166
LOC26532471,Tm_H4K20me3,0.614906
LOC117183387,Tm_H3K9me2,1.35551
LOC117183387,Hm_H3K9me2,1.39743
LOC117183387,Tm_H4K20me3,0.749765
LOC117183387,Hm_H4K20me3,1.33075
LOC117183387,Tm_H4K16AC,1.06845
LOC117183387,Hm_H4K16AC,0.631606
LOC26534275,Hm_H4K16AC,0.891703
LOC26534275,Hm_H3K9me2,2.45049
LOC26534275,Tm_H4K16AC,1.48468
LOC26534275,Hm_H4K20me3,2.75331
LOC26534275,Tm_H4K20me3,0.542829
LOC26534275,Tm_H3K9me2,1.06309
LOC26533097,Hm_H4K16AC,2.02694
LOC26533097,Tm_H4K20me3,1.72207
LOC26533097,Tm_H3K9me2,1.3144
LOC26533097,Tm_H4K16AC,1.53917
LOC26533097,Hm_H3K9me2,0.661411
LOC26533097,Hm_H4K20me3,0.915815
LOC117185024,Hm_H3K9me2,1.53946
LOC117185024,Tm_H4K20me3,2.67512
LOC117185024,Tm_H4K16AC,3.87211
LOC117185024,Hm_H4K16AC,2.25616
LOC117185024,Tm_H3K9me2,4.98355
LOC117185024,Hm_H4K20me3,2.29527
LOC117183496,Hm_H3K9me2,1.0126
LOC117183496,Hm_H4K20me3,1.00596
LOC117183496,Tm_H3K9me2,0.789269
LOC117183496,Tm_H4K16AC,0.840311
LOC117183496,Tm_H4K20me3,1.16524
LOC117183496,Hm_H4K16AC,1.17115
LOC26533637,Hm_H4K20me3,1.52568
LOC26533637,Hm_H3K9me2,1.20693
LOC26533637,Tm_H4K16AC,0.999693
LOC26533637,Hm_H4K16AC,0.692684
LOC26533637,Tm_H3K9me2,1.60179
LOC26533637,Tm_H4K20me3,1.40742
LOC26533969,Tm_H3K9me2,0.741943
LOC26533969,Hm_H4K16AC,0.663472
LOC26533969,Hm_H4K20me3,1.1445
LOC26533969,Hm_H3K9me2,1.16124
LOC26533969,Tm_H4K16AC,1.0878
LOC26533969,Tm_H4K20me3,0.727592
LOC6900053,Hm_H4K16AC,0.468625
LOC6900053,Tm_H4K20me3,0.536986
LOC6900053,Hm_H4K20me3,0.462923
LOC6900053,Tm_H3K9me2,0.7507
LOC6900053,Tm_H4K16AC,2.76727
LOC6900053,Hm_H3K9me2,0.483735
LOC6902502,Tm_H4K16AC,1.61152
LOC6902502,Hm_H4K20me3,0.988384
LOC6902502,Tm_H4K20me3,0.812042
LOC6902502,Hm_H4K16AC,1.14522
LOC6902502,Hm_H3K9me2,1.14931
LOC6902502,Tm_H3K9me2,1.03089
LOC26533096,Tm_H4K20me3,0.839085
LOC26533096,Hm_H4K20me3,0.677377
LOC26533096,Hm_H4K16AC,0.589305
LOC26533096,Hm_H3K9me2,0.753366
LOC26533096,Tm_H3K9me2,1.51404
LOC26533096,Tm_H4K16AC,0.79936
LOC26534383,Tm_H4K20me3,0.569051
LOC26534383,Hm_H4K20me3,0.904327
LOC26534383,Hm_H4K16AC,0.474268
LOC26534383,Tm_H4K16AC,0.989981
LOC26534383,Tm_H3K9me2,0.919815
LOC26534383,Hm_H3K9me2,1.05772
LOC117183776,Tm_H3K9me2,1.18605
LOC117183776,Tm_H4K20me3,0.640655
LOC117183776,Tm_H4K16AC,0.815233
LOC117183776,Hm_H4K16AC,0.39543
LOC117183776,Hm_H3K9me2,0.67115
LOC117183776,Hm_H4K20me3,0.616259
LOC117183646,Tm_H3K9me2,1.78517
LOC117183646,Hm_H4K20me3,0.974005
LOC117183646,Hm_H3K9me2,0.765618
LOC117183646,Hm_H4K16AC,0.231187
LOC117183646,Tm_H4K16AC,0.901379
LOC117183646,Tm_H4K20me3,0.462935
Y-linked-gene.273,Hm_H3K9me2,1.5522
Y-linked-gene.273,Tm_H3K9me2,2.22009
Y-linked-gene.273,Hm_H4K20me3,1.57375
Y-linked-gene.273,Tm_H4K20me3,0.982864
Y-linked-gene.273,Tm_H4K16AC,0.666074
Y-linked-gene.273,Hm_H4K16AC,0.973757
LOC6898829,Hm_H4K20me3,0.769094
LOC6898829,Hm_H3K9me2,0.790244
LOC6898829,Hm_H4K16AC,0.439219
LOC6898829,Tm_H4K20me3,1.17209
LOC6898829,Tm_H3K9me2,0.960158
LOC6898829,Tm_H4K16AC,0.793545
LOC117183234,Tm_H4K20me3,1.39406
LOC117183234,Hm_H4K20me3,1.31155
LOC117183234,Tm_H4K16AC,1.08462
LOC117183234,Tm_H3K9me2,0.721928
LOC117183234,Hm_H4K16AC,0.552206
LOC117183234,Hm_H3K9me2,0.913064
LOC117183327,Hm_H3K9me2,0.766226
LOC117183327,Hm_H4K16AC,0.984136
LOC117183327,Tm_H3K9me2,0.902606
LOC117183327,Hm_H4K20me3,0.566059
LOC117183327,Tm_H4K20me3,0.814722
LOC117183327,Tm_H4K16AC,0.948817
LOC26533738,Hm_H3K9me2,1.23844
LOC26533738,Tm_H4K20me3,0.717795
LOC26533738,Hm_H4K20me3,1.04321
LOC26533738,Tm_H3K9me2,0.73884
LOC26533738,Hm_H4K16AC,0.742273
LOC26533738,Tm_H4K16AC,1.32798
LOC117184680,Hm_H3K9me2,1.219
LOC117184680,Tm_H4K20me3,1.30348
LOC117184680,Tm_H3K9me2,1.45796
LOC117184680,Tm_H4K16AC,2.81467
LOC117184680,Hm_H4K20me3,0.733701
LOC117184680,Hm_H4K16AC,1.73581
LOC26533293,Tm_H3K9me2,1.14205
LOC26533293,Hm_H3K9me2,0.821826
LOC26533293,Hm_H4K16AC,0.531597
LOC26533293,Tm_H4K16AC,2.29536
LOC26533293,Tm_H4K20me3,0.767767
LOC26533293,Hm_H4K20me3,0.557579
LOC117183285,Hm_H4K16AC,0.407364
LOC117183285,Tm_H4K20me3,0.787863
LOC117183285,Hm_H4K20me3,1.22857
LOC117183285,Tm_H3K9me2,1.0085
LOC117183285,Tm_H4K16AC,0.458258
LOC117183285,Hm_H3K9me2,0.985632
LOC117184146,Hm_H3K9me2,0.77823
LOC117184146,Hm_H4K20me3,0.926327
LOC117184146,Tm_H3K9me2,0.701601
LOC117184146,Tm_H4K20me3,0.778617
LOC117184146,Hm_H4K16AC,0.429069
LOC117184146,Tm_H4K16AC,0.810902
LOC117183609,Hm_H4K20me3,0.947376
LOC117183609,Hm_H3K9me2,1.19157
LOC117183609,Tm_H4K20me3,1.17477
LOC117183609,Hm_H4K16AC,1.69049
LOC117183609,Tm_H3K9me2,1.16309
LOC117183609,Tm_H4K16AC,0.921959
LOC26533278,Hm_H3K9me2,0.97591
LOC26533278,Tm_H3K9me2,0.933229
LOC26533278,Tm_H4K16AC,0.998492
LOC26533278,Tm_H4K20me3,0.798267
LOC26533278,Hm_H4K16AC,0.639074
LOC26533278,Hm_H4K20me3,1.01686
LOC117184597,Hm_H4K20me3,2.62289
LOC117184597,Tm_H4K20me3,0.460139
LOC117184597,Tm_H3K9me2,0.506802
LOC117184597,Hm_H4K16AC,0.795501
LOC117184597,Tm_H4K16AC,0.634121
LOC117184597,Hm_H3K9me2,1.92214
LOC6901788,Tm_H4K20me3,1.00286
LOC6901788,Tm_H4K16AC,1.85079
LOC6901788,Tm_H3K9me2,1.1532
LOC6901788,Hm_H3K9me2,1.17278
LOC6901788,Hm_H4K16AC,0.6832
LOC6901788,Hm_H4K20me3,0.872512
LOC26534098,Tm_H4K16AC,0.642856
LOC26534098,Hm_H4K16AC,12.3471
LOC26534098,Hm_H3K9me2,2.3703
LOC26534098,Tm_H3K9me2,1.9589
LOC26534098,Hm_H4K20me3,1.81656
LOC26534098,Tm_H4K20me3,2.83761
LOC26534219,Tm_H3K9me2,1.33114
LOC26534219,Hm_H4K16AC,1.90134
LOC26534219,Hm_H4K20me3,0.933542
LOC26534219,Hm_H3K9me2,1.06592
LOC26534219,Tm_H4K20me3,1.25494
LOC26534219,Tm_H4K16AC,0.859802
LOC117184782,Tm_H4K16AC,2.87685
LOC117184782,Hm_H3K9me2,1.19065
LOC117184782,Hm_H4K16AC,1.10943
LOC117184782,Hm_H4K20me3,0.850291
LOC117184782,Tm_H4K20me3,0.773794
LOC117184782,Tm_H3K9me2,1.10991
LOC26533673,Tm_H3K9me2,1.19463
LOC26533673,Tm_H4K16AC,1.05914
LOC26533673,Hm_H4K16AC,0.352547
LOC26533673,Hm_H4K20me3,0.674434
LOC26533673,Hm_H3K9me2,0.723845
LOC26533673,Tm_H4K20me3,1.1694
